No,Activated,Brand,Ti,Al,Zr,Mo,V,Ta,Nb,Cr,Fe,Sn,Sys,FirstAppearinLine,CompNum,Produce_Lab,Produce_Factory,InitStat,Deform,DeformTemp_C,DeformRate,HT1,HT1Temp_C,HT1Time_h,Cool1,HT2,HT2Temp_C,HT2Time_h,Cool2,YM,HV,UTS,YS,El,均匀延伸率 (%),断面收缩率(%),断裂韧性KIC（MPa.m12）,应力腐蚀断裂韧性KISCC（MPa·m12）,夏比冲击吸收功KU2（J）,夏比冲击韧性值aku2（Jcm2）,夏比冲击吸收功KV2（J）,夏比冲击韧性值akV2（Jcm2）,（其他）,reference_id (文献数据标记doi；实验数据标记人员姓名),文献名称,文献序号,汇总信息人员姓名,序号,核对人员姓名,备注
156,1,,85,0,0,15,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,669,,45.52,,,,,,,,,,10.1016j.actbio.2012.02.004,Beta type Ti–Mo alloys with changeable Young’s modulus for spinal fixation applications,27,刘雨佳,156,,
157,1,,84,0,0,16,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,687,,38.42,,,,,,,,,,10.1016j.actbio.2012.02.004,Beta type Ti–Mo alloys with changeable Young’s modulus for spinal fixation applications,27,刘雨佳,157,,
158,1,,83,0,0,17,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,722,,23.86,,,,,,,,,,10.1016j.actbio.2012.02.004,Beta type Ti–Mo alloys with changeable Young’s modulus for spinal fixation applications,27,刘雨佳,158,,
159,1,,82,0,0,18,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,778,,15.5,,,,,,,,,,10.1016j.actbio.2012.02.004,Beta type Ti–Mo alloys with changeable Young’s modulus for spinal fixation applications,27,刘雨佳,159,,
14,1,,92.5,0,0,7.5,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,70,,1019,737,16,,,,,,,,,,10.1016j.jallcom.2007.10.054,"A comparison of tensile properties and corrosion behavior of cast Ti<a8>C7.5Mo with c.p. Ti, Ti<a8>C15Mo and Ti<a8>C6Al<a8>C4V alloys",4,石欣逾,14,,
15,1,,85,0,0,15,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,84,,921,745,25,,,,,,,,,,10.1016j.jallcom.2007.10.055,"A comparison of tensile properties and corrosion behavior of cast Ti<a8>C7.5Mo with c.p. Ti, Ti<a8>C15Mo and Ti<a8>C6Al<a8>C5V alloys",4,石欣逾,15,,
37,1,,92,0,0,8,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,20,94,1,900,0.5,1,0,0,0,0,58.6,,743,322,31.71,,,,,,,,,,10.1016j.jmst.2023.01.061,Superelastic metastable Ti-Mo-Sn alloys with high elastic admissible strain for potential bio-implant applications,6,石欣逾,37,,
68,1,,89.8,0,0,10.2,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,113,662.99,741.07,0.71,,,,,,,,,,10.1016j.mtcomm.2021.102347,The effect of molybdenum content on the microstructural evolution and tensile properties of as-cast Ti-Mo alloys,14,石欣逾,68,,
69,1,,89.17,0,0,10.83,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,105.17,885.45,,0.35,,,,,,,,,,10.1016j.mtcomm.2021.102348,The effect of molybdenum content on the microstructural evolution and tensile properties of as-cast Ti-Mo alloys,14,石欣逾,69,,
70,1,,87.11,0,0,12.89,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,104.47,643.1,,0.09,,,,,,,,,,10.1016j.mtcomm.2021.102349,The effect of molybdenum content on the microstructural evolution and tensile properties of as-cast Ti-Mo alloys,14,石欣逾,70,,
71,1,,84.95,0,0,15.05,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,,70.48,593.48,542.47,0.14,,,,,,,,,,10.1016j.mtcomm.2021.102350,The effect of molybdenum content on the microstructural evolution and tensile properties of as-cast Ti-Mo alloys,14,石欣逾,71,,
78,1,,85,0,0,15,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,669, ,45.57,,,,,,,,,,10.1016j.actbio.2012.02.004,Beta type Ti<a8>CMo alloys with changeable Young<a1><af>s modulus for spinal fixation applications,17,石欣逾,78,,
79,1,,84,0,0,16,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,687,,38.55,,,,,,,,,,10.1016j.actbio.2012.02.005,Beta type Ti<a8>CMo alloys with changeable Young<a2><af>s modulus for spinal fixation applications,17,石欣逾,79,,
80,1,,83,0,0,17,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,722,,23.82,,,,,,,,,,10.1016j.actbio.2012.02.006,Beta type Ti<a8>CMo alloys with changeable Young<a3><af>s modulus for spinal fixation applications,17,石欣逾,80,,
81,1,,82,0,0,18,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,778,,15.54,,,,,,,,,,10.1016j.actbio.2012.02.007,Beta type Ti<a8>CMo alloys with changeable Young<a4><af>s modulus for spinal fixation applications,17,石欣逾,81,,
77,1,,85,0,0,15,0,0,0,0,0,0,Ti-Mo,98,2,0,0,3,0,0,0,1,900,1,0,0,0,0,0,,,701,440,34,,,,,,,,252,,,Enhancement of impact toughness of β-type Ti–Mo alloy by {332}<113> twinning,16,常海峰,77,,
351,1,,95.35,0,0,4.65,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,91,,,537,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,351,袁睿豪,351,,
394,1,,94.61,0,0,5.39,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,93,,,731,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,394,袁睿豪,394,,
395,1,,89.24,0,0,10.76,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,75,,,823,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,395,袁睿豪,395,,
396,1,,94.75,0,0,5.25,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,3,0,0,0,0,77.6,,,862,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,396,袁睿豪,396,,
481,1,,93.63,0,0,6.37,0,0,0,0,0,0,Ti-Mo,98,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,90,,,550,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,481,袁睿豪,481,,
2,1,,93.75,0,0,6.25,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,,,,,,,,,,,,,,,,,万鑫泉,,,
13,1,,91.9,0,0,8.1,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,,,,,,,,,,,,,,,,,万鑫泉,,,
20,1,,77.8,0,0,22.2,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99,,,,,,,,,,,,,,,,,万鑫泉,,,
21,1,,88.2,0,0,11.8,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,116,,,,,,,,,,,,,,,,,万鑫泉,,,
65,1,,96.11,0,0,3.89,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,,,,,,,,,,,,,,,,,万鑫泉,,,
66,1,,91.91,0,0,8.09,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,84,,,,,,,,,,,,,,,,,万鑫泉,,,
81,1,,96.8,0,0,3.2,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,83.73,,,,,,,,,,,,,,,,,万鑫泉,,,
82,1,,95.5,0,0,4.5,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88.36,,,,,,,,,,,,,,,,,万鑫泉,,,
83,1,,94,0,0,6,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,111.7,,,,,,,,,,,,,,,,,万鑫泉,,,
84,1,,93,0,0,7,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,99.55,,,,,,,,,,,,,,,,,万鑫泉,,,
85,1,,92,0,0,8,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82.84,,,,,,,,,,,,,,,,,万鑫泉,,,
86,1,,88,0,0,12,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,89.7,,,,,,,,,,,,,,,,,万鑫泉,,,
150,1,,94.74,0,0,5.26,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,113,,,,,,,,,,,,,,,,,万鑫泉,,,
151,1,,94.29,0,0,5.71,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,105.17,,,,,,,,,,,,,,,,,万鑫泉,,,
152,1,,93.13,0,0,6.87,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,104.47,,,,,,,,,,,,,,,,,万鑫泉,,,
153,1,,91.88,0,0,8.12,0,0,0,0,0,0,Ti-Mo,98,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70.48,,,,,,,,,,,,,,,,,万鑫泉,,,
160,1,,90,0,0,0,0,0,0,10,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,863,,18.97,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable β-type Ti–Cr alloys with changeable Young’s modulus for spinal fixation applications,28,刘雨佳,160,,
161,1,,89,0,0,0,0,0,0,11,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,833,,16.83,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable β-type Ti–Cr alloys with changeable Young’s modulus for spinal fixation applications,28,刘雨佳,161,,
162,1,,88,0,0,0,0,0,0,12,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,753,,13.27,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable β-type Ti–Cr alloys with changeable Young’s modulus for spinal fixation applications,28,刘雨佳,162,,
163,1,,87,0,0,0,0,0,0,13,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,785,,12.6,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable β-type Ti–Cr alloys with changeable Young’s modulus for spinal fixation applications,28,刘雨佳,163,,
164,1,,86,0,0,0,0,0,0,14,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,789,,13.52,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable β-type Ti–Cr alloys with changeable Young’s modulus for spinal fixation applications,28,刘雨佳,164,,
77,1,,88,0,0,0,0,0,0,12,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,754,,13.31,,,,,,,,,,10.1016j.matlet.2010.11.006,Self-adjustment of Young's modulus in biomedical titanium alloys during orthopaedic operation,16,石欣逾,77,,
82,1,,90,0,0,0,0,0,0,10,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,863,,18.99,,,,,,,,,,10.1016j.actbio.2012.02.010,Optimization of Cr content of metastable <a6><c2>-type Ti<a8>CCr alloys with changeable Young<a1><af>s modulus for spinal fixation applications,18,石欣逾,82,,
83,1,,89,0,0,0,0,0,0,11,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,833,,16.84,,,,,,,,,,10.1016j.actbio.2012.02.011,Optimization of Cr content of metastable <a6><c2>-type Ti<a8>CCr alloys with changeable Young<a2><af>s modulus for spinal fixation applications,18,石欣逾,83,,
84,1,,88,0,0,0,0,0,0,12,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,753,,13.29,,,,,,,,,,10.1016j.actbio.2012.02.012,Optimization of Cr content of metastable <a6><c2>-type Ti<a8>CCr alloys with changeable Young<a3><af>s modulus for spinal fixation applications,18,石欣逾,84,,
85,1,,87,0,0,0,0,0,0,13,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,785,,12.58,,,,,,,,,,10.1016j.actbio.2012.02.013,Optimization of Cr content of metastable <a6><c2>-type Ti<a8>CCr alloys with changeable Young<a4><af>s modulus for spinal fixation applications,18,石欣逾,85,,
86,1,,86,0,0,0,0,0,0,14,0,0,Ti-Cr,140,2,1,0,2,1,1000,70,1,850,1,1,0,0,0,0,,,789,,13.49,,,,,,,,,,10.1016j.actbio.2012.02.014,Optimization of Cr content of metastable <a6><c2>-type Ti<a8>CCr alloys with changeable Young<a5><af>s modulus for spinal fixation applications,18,石欣逾,86,,
52,0,,94.129,5.73,0,0,0,0,0,0,0,0,Ti-Al,151,2,0,0,3,0,0,0,1,830,2,2,0,0,0,0,,,,,,,,,,,,29.8,,,,Toughening effects of Mo and Nb addition on impact toughness and crack resistance of titanium alloys,9,常海峰,52,,无可用性能
57,0,,94.129,5.73,0,0,0,0,0,0,0,0,Ti-Al,151,2,0,0,0,0,0,0,1,1000,1,0,0,0,0,0,,,932,,,,,,,,,34.35,,,,Effects of oxygen content on Charpy impact properties and crack resistance of α titanium alloys,10,常海峰,57,张闫,删除，研究氧含量变化对性能的影响
58,0,,94.208,5.73,0,0,0,0,0,0,0,0,Ti-Al,151,2,0,0,0,0,0,0,1,1000,1,0,0,0,0,0,,,695,,,,,,,,,102.85,,,,Effects of oxygen content on Charpy impact properties and crack resistance of α titanium alloys,10,常海峰,58,张闫,删除，研究氧含量变化对性能的影响
82,1,,93.977,5.96,0,0,0,0,0,0,0,0,Ti-Al,151,2,0,1,3,1,1150,70,1,1000,1,2,0,0,0,0,,,684,,19.5,,,,,,,960,,,,Strengthening effects of Al element on strength and impact toughness in titanium alloy,18,常海峰,Strengthening effects of Al element on strength and impact toughness in titanium alloy,张闫,
405,1,,93.06,0,0,0,0,0,0,0,6.94,0,Ti-Fe,155,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,129,,,1560,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,405,袁睿豪,405,,
434,1,,93.94,0,0,0,0,0,0,0,6.06,0,Ti-Fe,155,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,130,,,1847,,,,,,,,,,,,A compilation of experimental dataon the mechanical properties and microstructural features of Ti-alloys,434,袁睿豪,434,,
64,1,,30,0,70,0,0,0,0,0,0,0,Ti-Zr,157,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74.7,,,,,,,,,,,,,,,,,万鑫泉,,,
72,1,,91.53,0,8.47,0,0,0,0,0,0,0,Ti-Zr,157,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,110.5,,,,,,,,,,,,,,,,,万鑫泉,,,
111,1,,72.5,0,27.5,0,0,0,0,0,0,0,Ti-Zr,157,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94.61,,,,,,,,,,,,,,,,,万鑫泉,,,
42,1,,59.47,0,1.53,0,0,0,39,0,0,0,Ti-Zr-Nb,160,3,0,1,1,0,0,0,1,850,1,1,0,0,0,0,,,598.7,,21.88,,,,,,,,,,10.1016j.jallcom.2009.07.006,"Influence of Zr content on phase transformation, microstructure and mechanical properties of Ti75−xNb25Zrx (x = 0–6) alloys",4,刘雨佳,42,,
43,1,,58.24,0,3.04,0,0,0,38.72,0,0,0,Ti-Zr-Nb,160,3,0,1,1,0,0,0,1,850,1,1,0,0,0,0,,,667.1,,11.03,,,,,,,,,,10.1016j.jallcom.2009.07.006,"Influence of Zr content on phase transformation, microstructure and mechanical properties of Ti75−xNb25Zrx (x = 0–6) alloys",4,刘雨佳,43,,
44,1,,57.03,0,4.53,0,0,0,38.44,0,0,0,Ti-Zr-Nb,160,3,0,1,1,0,0,0,1,850,1,1,0,0,0,0,,,768.2,,5.26,,,,,,,,,,10.1016j.jallcom.2009.07.006,"Influence of Zr content on phase transformation, microstructure and mechanical properties of Ti75−xNb25Zrx (x = 0–6) alloys",4,刘雨佳,44,,
45,1,,55.84,0,6,0,0,0,38.16,0,0,0,Ti-Zr-Nb,160,3,0,1,1,0,0,0,1,850,1,1,0,0,0,0,,,746.6,,3.88,,,,,,,,,,10.1016j.jallcom.2009.07.006,"Influence of Zr content on phase transformation, microstructure and mechanical properties of Ti75−xNb25Zrx (x = 0–6) alloys",4,刘雨佳,45,,
46,1,,53.5,0,8.87,0,0,0,37.63,0,0,0,Ti-Zr-Nb,160,3,0,1,1,0,0,0,1,850,1,1,0,0,0,0,,,655.3,,8.05,,,,,,,,,,10.1016j.jallcom.2009.07.006,"Influence of Zr content on phase transformation, microstructure and mechanical properties of Ti75−xNb25Zrx (x = 0–6) alloys",4,刘雨佳,46,,
87,1,,62.04,0,3.11,0,0,0,34.85,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,95,1,900,0.5,1,0,0,0,0,,,459,,38.22,,,,,,,,,,10.1016j.msea.2005.05.050,Shape memory characteristics of Ti–22Nb–(2–8)Zr(at.%) biomedical alloys,12,刘雨佳,87,,
88,1,,59.52,0,6.13,0,0,0,34.35,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,95,1,900,0.5,1,0,0,0,0,,,468,,40.65,,,,,,,,,,10.1016j.msea.2005.05.050,Shape memory characteristics of Ti–22Nb–(2–9)Zr(at.%) biomedical alloys,12,刘雨佳,88,,
89,1,,57.08,0,9.07,0,0,0,33.85,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,95,1,900,0.5,1,0,0,0,0,,,456,,28.57,,,,,,,,,,10.1016j.msea.2005.05.050,Shape memory characteristics of Ti–22Nb–(2–10)Zr(at.%) biomedical alloys,12,刘雨佳,89,,
90,1,,54.71,0,11.92,0,0,0,33.37,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,95,1,900,0.5,1,0,0,0,0,,,480,,27.6,,,,,,,,,,10.1016j.msea.2005.05.050,Shape memory characteristics of Ti–22Nb–(2–11)Zr(at.%) biomedical alloys,12,刘雨佳,90,,
122,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,800,1,3,0,0,0,0,,,732,,16.25,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,122,,
123,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,800,1,2,0,0,0,0,,,773,,12.24,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,123,,
124,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,800,1,1,0,0,0,0,,,743,,20.23,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,124,,
125,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,800,1,1,1,500,5,1,,,1047,,4.26,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,125,,
126,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,650,1,3,0,0,0,0,,,791,,11.11,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,126,,
127,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,650,1,2,0,0,0,0,,,871,,11.15,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,127,,
128,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,650,1,1,0,0,0,0,,,807,,16.99,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,128,,
129,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,800,35,1,650,1,1,1,500,5,1,,,881,,8.34,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,129,,
130,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,3,0,0,0,0,,,814,,19.49,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,130,,
131,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,2,0,0,0,0,,,876,,15.45,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,131,,
132,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,1,0,0,0,0,,,804,,20.2,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,132,,
133,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,1,1,500,5,1,,,1000,,11.83,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,133,,
134,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,3,0,0,0,0,,,687,,16.06,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,134,,
135,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,700,1,2,0,0,0,0,,,850,,19.93,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,135,,
136,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,650,1,1,0,0,0,0,,,761,,13.08,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,136,,
137,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,650,35,1,650,1,1,1,500,5,1,,,853,,14.65,,,,,,,,,,10.1016j.jmbbm.2011.03.023,The role of heat treatment on microstructure and mechanical properties of Ti–13Zr–13Nb alloy for biomedical load bearing applications,22,刘雨佳,137,,
184,1,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,75,1,844,0.5,3,0,0,0,0,,,847,,19.6,,,,,,,,,,10.1016S0921-5093(97)00808-3,Design and mechanical properties of new β type titanium alloys for implant materials,33,刘雨佳,184,,
185,0,,74,0,13,0,0,0,13,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,75,1,844,0.5,3,1,400,3,3,,,1003,,14.69,,,,,,,,,,10.1016S0921-5093(97)00808-3,Design and mechanical properties of new β type titanium alloys for implant materials,33,刘雨佳,185,,唯一Cool2FC
188,1,,51.8,0,7.1,0,0,0,41.1,0,0,0,Ti-Zr-Nb,160,3,1,0,3,1,20,89,1,1000,2,1,1,1000,2,1,,,490,,16,,,,,,,,,,10.1016j.msea.2006.06.013,Microstructural and mechanical characterization of biomedical Ti–Nb–Zr(–Ta) alloys,35,刘雨佳,188,,
57,1,TNZ,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,0,0,0,0,0,0,0,0,0,,,839,,15,,,,,,,,,,10.1016j.jmrt.2019.12.062,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C25Zr titanium alloy for biomedical applications,11,石欣逾,57,,
58,1,,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,0,1,890,1,1,0,0,0,0,,,747,,12,,,,,,,,,,10.1016j.jmrt.2019.12.063,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C26Zr titanium alloy for biomedical applications,11,石欣逾,58,,
59,1,,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,20,1,890,1,1,0,0,0,0,,,788,,8,,,,,,,,,,10.1016j.jmrt.2019.12.064,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C27Zr titanium alloy for biomedical applications,11,石欣逾,59,,
60,1,,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,56,1,890,1,1,0,0,0,0,,,895,,7,,,,,,,,,,10.1016j.jmrt.2019.12.065,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C28Zr titanium alloy for biomedical applications,11,石欣逾,60,,
61,1,,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,76,1,890,1,1,0,0,0,0,,,1015,,10,,,,,,,,,,10.1016j.jmrt.2019.12.066,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C29Zr titanium alloy for biomedical applications,11,石欣逾,61,,
62,1,,41,0,25,0,0,0,34,0,0,0,Ti-Zr-Nb,160,3,1,0,2,1,20,86,1,890,1,1,0,0,0,0,,,1071,,8,,,,,,,,,,10.1016j.jmrt.2019.12.067,Cold rolling deformation and annealing behavior of a <a6><c2>-type Ti<a8>C34Nb<a8>C30Zr titanium alloy for biomedical applications,11,石欣逾,62,,
